;idn;library;title;subtitle;category;date;person;ddc;issn
22372;01817602X;zdb;Rechenschaftsbericht / Verein zur Förderung des Handwerks und des Gartenbaus unter den Israeliten in Württemberg;Vereinsjahr ..;;1907-1907;;330;
22374;018254845;zdb;Rechenschafts-Bericht des Israelitischen Frauenvereins;von den Jahren ...;;1895-1906;;360;
22394;018084184;zdb;Bericht über die gewerkschaftliche Jugendarbeit;Rechenschaftsbericht des DGB-KJA Bochum;3,61;1976-1976;;330;
22407;018176003;zdb;Rechenschafts-Bericht des Vereins zur Unterstützung Hiesiger und Durchreisender Israelitischer Armen;;;1910-1910;;360;
22408;018176747;zdb;Rechenschafts-Bericht / Verein Israel. Lehrer und Vorsänger in Württemberg (e.V.);für die Zeit ..;;1908-1921;;360;
22409;018176771;zdb;Rechenschafts-Bericht / Verein Israelititscher Lehrer in Württemberg (e.V.);für die Zeit ..;;1927-1930;;360;
22413;018231667;zdb;Rechenschafts-Bericht des Israelitischen Landes-Asyl- und Unterstützungs-Vereins für Württemberg, e.V.;für das Jahr ..;;1913-1920;;360;
22711;016721543;zdb;Rechenschaftsbericht des Ausschusses des Vereins zur Versorgung Armer Israelitischer Waisen und Verwahrloster Kinder;erstattet am ...;;1838-1838;;360;
22712;016721551;zdb;Reden und Rechenschafts-Bericht;vorgetragen bei der Aufnahme der Pfleglinge des Vereins zur Versorgung Armer Israelitischer Waisen und Verwahrlosten Kinder;;1832-1832;;360;
22740;013722875;zdb;Rechenschaftsbericht des Vereines zur Unterhaltung eines Jüdischen Lehrer-Seminars in der Rheinprovinz;für d. ... Jahr seines Bestehens;;1878-1878;;370;
22846;013722883;zdb;Rechenschaftsbericht des Vereins zur Unterhaltung des Jüdischen Lehrer-Seminars im Rheinland;;;1879-1882;;370;
22847;013722891;zdb;Rechenschaftsbericht des Vereins des Jüdischen Lehrer-Seminars im Rheinland zu Cöln;;;1882-1895;;370;
23009;019368259;zdb;Rechenschafts-Bericht über das Israelitische Provinzial-Waisen-Institut für Knaben und Mädchen in Ostpreußen zu Schippenbeil;;;1875-1875;;370;
23054;018054757;zdb;Rechenschaftsbericht der Israelitischen Lehrerbildungsanstalt in Würzburg;für das ... Jahr ihres Bestehens;;1915-1919;;370;
23087;018506526;zdb;Rechenschafts-Bericht über die Israelitische Lehrerbildungs-Anstalt in Würzburg;;906002*by*uf;1869-1914;;370;
23161;012014753;zdb;Rechenschafts-Bericht des Israel. Studien-Vereins in Mannheim;;;1885-1885;;290;
23377;982263163;zdb;Rechenschaftsbericht / Jüdisches Kindergenesungsheim Berlin (Soolbad Elmen), eingetragener Verein;;;1907;;290;
23459;1125393807;zdb;Rechenschaftsbericht des Kuratoriums für das Israelitische Schwesternheim e. V. zu München;;;1918-;;360;
23484;994708459;zdb;"Rechenschafts-Bericht über die Israelit. Präparanden-Schule ""Talmud-Thora"" in Burgpreppach";;906002*by*uf;1911-1916;;370;
23551;587933046;zdb;Rechenschaftsbericht des Vorstandes der israelitischen Kultusgemeinde in Karlsbad;;;1926-1926;;050;
23610;018150357;zdb;Rechenschaftsbericht / Vorstand des Israelitischen Waisenhauses, Stettin;für ..;;1913-1914;;360;
23878;019705174;zdb;Rechenschafts-Bericht des Vereins Israelitische Erziehungsanstalt für Geistig Zurückgebliebene Kinder Wilhelm-Auguste Victoria-Stiftung e.V. in Beelitz (Mark);über das Geschäftsjahr;;1912-1916;;360;
23942;023433639;zdb;Rechenschaftsbericht für die Jahre / Verein für Jüdische Krankenpflegerinnen zu Frankfurt am Main;;JUDAICA;1913-1919;;610;
24075;014458667;zdb;Rechenschaftsbericht / Deutscher Makkabikreis e.V;;;1936-1936;;290;
24185;587931469;zdb;... Rechenschaftsbericht der israelitischen Beerdigungsbruderschaft und Bikur-Cholim-Kasse in Heidelberg für die Zeit vom ... bis ...;;;1912-1913;;050;
24191;587931671;zdb;... Rechenschafts-Bericht des israelitischen weiblichen Vereins Chewra Kadischa und der damit verbundenen Unterstützungskasse in Heidelberg ...;;;1912-1912;;050;
24235;587931787;zdb;Rechenschaftsbericht der Geschäftsstelle Feldkirch über das Jahr ...;Jugendfürsorgeverein für Tirol und Vorarlberg;;1913-1913;;050;
24237;587931965;zdb;Rechenschaftsbericht des Israelitischen Frauenvereins Heidelberg vom ...;;;1912-1913;;050;
24290;587849436;zdb;"Mitteilung und Jahresbericht der Israelitischen Präparanden- u[nd] Bürgerschule ""Talmud-Thora"" zu Burgpreppach";;;1881-1922;;050;
24303;58793137X;zdb;"... Rechenschaftsbericht des Vereins ""Jüdische Arbeiterkolonie in Weißensee bei Berlin, E. V."" über das Geschäftsjahr ...";;;1903-1915;;050;
24311;587931485;zdb;... Rechenschaftsbericht ...;Beth Sefer Reali Ivri (Hebräische Realschule), Haifa;;1925-;;050;
24364;1046535870;zdb;Rechenschaftsbericht des Israel. Kreis-Asyl-Vereins für die Pfalz e.V.;;630;1909-1909;;360;
24625;1189440199;zdb;Jüdische Wohltätigkeit in München;im Jahre ... : Rechenschaftsbericht der Vereine;;1919-;;360;
24667;1238739199;zdb;Rechenschaftsbericht des Vereins zur Unterstützung und Erziehung armer, verwaister Kinder Esrath Jessomim im Landrabbinatsbezirk Emden;;;[1899?];;330;
24802;1160605475;zdb;... Rechenschafts-Bericht für die Jahre ...;;JUDAICA;1870-1917;;290;
24918;587933127;zdb;Rechenschaftsbericht der jüdischen Winterhilfe ...;;;1935-1936;;050;
25110;013679228;zdb;Rechenschaftsbericht der Jüdisch-Literarischen Gesellschaft;;;1904-1907;;290;
25117;1051626692;zdb;Rechenschaftsbericht der Jüdisch-Literarischen Gesellschaft;;;1904-1904;;290;
25252;01525934X;zdb;Gemeindeblatt der Israelitischen Gemeinde Bremen;;JUDAICA;1933-1936;;290;
25264;020007329;zdb;Israelitische Wochenschrift;;;1899-1899;;290;
25265;368050521;zdb;Israelitische Wochenschrift;"Straßburger israelitische Wochenschrift ; Familienblatt und Anzeiger für Vereine und Gemeinden";;1912-1914;;070;
25266;1164468448;zdb;Israelitische Wochenschrift;Straßburger israelitische Wochenschrift : Familienblatt für Süddeutschland und die angrenzenden Gebiete;;1910-1912;;070;
25267;1160879168;zdb;Israelitische Wochenschrift;Zeitschrift für die Gesamtinteressen des Judentums;JUDAICA;1899-1905;;290;
25275;01522208X;zdb;Israelitische Wochenschrift;Zeitschrift für die Gesamtinteressen des Judentums;JUDAICA;1899-1906;;290;
25277;015199045;zdb;Jüdisches Familienblatt;zur Unterhaltung und Belehrung für die israelitische Familie;JUDAICA;1884-1894;;290;
25278;367162164;zdb;Jüdisches Familienblatt;;;1932 [?]-1933;;050;
25279;010242031;zdb;Wiener jüdisches Familienblatt;;JUDAICA;1933-1935;;290;
25281;114798543X;zdb;Wiener jüdisches Familienblatt;;JUDAICA;1934-1935;;290;
25282;018105610;zdb;Jüdische Presszentrale Zürich und jüdisches Familienblatt für die Schweiz;;;1918-1940;;070;
25283;1063745594;zdb;Allgemeines jüdisches Familienblatt;Wochenschrift für Politik, Literatur, Kunst und Wissenschaft;JUDAICA;1926-1933;;070;
25284;018720390;zdb;Allgemeines jüdisches Familienblatt;Wochenschrift für Politik, Literatur, Kunst und Wissenschaft;;1924-1933;;070;
25289;012759546;zdb;Jüdische Turn- und Sportzeitung Hamakkabi;"Organ d. Makkabi-Welt-Verbandes ; dt. Ausg.";;1924-1925;;793;
25290;012759554;zdb;Jüdische Turn- und Sportzeitung Der Makkabi;Organ d. Deutschen Kreises im Makkabi-Weltverband;;1927-1927;;793;
25296;015035360;zdb;Korrespondenzblatt über Auswanderungs- und Siedlungswesen;;JUDAICA;1927-1935;;290;
25298;98326578X;zdb;Jüdische Auswanderung;Korrespondenzblatt über Auswanderungs- und Siedlungswesen;JUDAICA;1936-1939;;943;
25301;010304797;zdb;Der jüdische Arbeitsmarkt;;JUDAICA;1920-1921;;290;
25308;1051604494;zdb;Der nationaldeutsche Jude;;JUDAICA;1925-1934;;070;
25311;01362086X;zdb;Jüdische Volkszeitung;unabhängiges Organ für die Interessen von Gemeinde, Schule und Haus;;1918-1921;;070;
25312;1054537321;zdb;Jüdische Volkszeitung;;JUDAICA;1914-1921;;070;
25313;116234699X;zdb;Jüdische Volkszeitung;Wochenschrift für Freunde des Fortschritts in Gemeinde und Schule, Synagoge und Leben;JUDAICA;1873-1874;;290;
25314;013215299;zdb;Jüdische Volkszeitung;unabhängiges Organ für die Interessen von Gemeinde, Schule und Haus;JUDAICA;1913-1923;;070;
25317;013131702;zdb;Der Orden Bne Briss;Mitteilungen der Großloge für Deutschland VIII. U.O.B.B;JUDAICA;1921-1936;;230;
25319;014472252;zdb;Die Bne Briss;"Jüdischer Orden ; Mitteilungen d. Großloge für Deutschland 8 U.O.B.B";JUDAICA;1936-1937;;070;
25684;027240460;zdb;Jahresbericht des Israelitischen Knabenwaisenhaus-Vereines für Böhmen in Prag-Weinberge;;JUDAICA;1927-1927;;290;
25685;027242978;zdb;Jahresbericht / Jüdisches Museum Berlin;;;2003-2009;;290;
25915;027020142;zdb;"Jahresbericht / Schweizerischer Israelitischer Gemeindebund ; Verband Schweizerischer Jüdischer Fürsorgen";;JUDAICA;2003-;;290;1424-2028
25933;027137570;zdb;Jahresbericht der Jüdischen Bezirksschule Mainz;... Schuljahr ...;;1938-1938;;370;
27093;018175996;zdb;Jahres-Bericht des Vereins zur Unterstützung Hiesiger und Durchreisender Israelitischer Armen;"vom ... bis ... ; mit Nachtrag und Mitgliederverzeichnis";;1897-1898;;360;
27097;018225993;zdb;Jahresbericht des Israelitischen Jungfrauen-Vereins in Stuttgart;;;1895-1906;;360;
27234;017372119;zdb;Jahresbericht über die Industrieschule für Israelitische Mädchen;abgestattet vom Vorstande der Anstalt;;1901-1901;;370;
27777;021116474;zdb;Jahres-Bericht des Vereins von Freunden Israels in Lehe und Umgegend;;;1842-1860;;290;
27909;018226086;zdb;Jahres-Bericht / Israelitischer Jünglings-Verein Stuttgart;für ..;;1895-1899;;360;
28015;01863138X;zdb;Jahresbericht des Israelitischen Lehrervereins für das Königreich Bayern;;;1892-1901;;370;
28208;018054749;zdb;Jahresbericht der Israelitischen Realschule nebst Vorschule zu Fürth für das Schuljahr ...;;;1900-1920;;290;
28366;018226019;zdb;Jahresbericht des Israelitischen Mädchen-Hilfsvereins in Stuttgart;;;1908-;;360;
28369;018231683;zdb;Jahres-Bericht des Israelitischen Landes-Asyl- und Unterstützungs-Vereins für Württemberg e.V.;für das Jahr ..;;1921-1921;;360;
28431;019263775;zdb;Jahresbericht des Waisenvereins der Israelitischen Gemeinde zu Schwerin;für das Jahr ..;;1870-1870;;360;
29277;011860413;zdb;Jahresbericht / Verein der Freunde Israels zu Straßburg;;1;1858-1868;;290;
29421;013072331;zdb;Jahresbericht / Hilfsverein der Deutschen Juden;;JUDAICA;1927-1936;;360;
29462;01310859X;zdb;Jahresbericht des Evangelischen Missionsvereins zur Beförderung des Christentums unter den Juden;;;1858-1877;;230;
29675;016131118;zdb;Jahresbericht / Deutscher Koordinierungsrat der Christen und Juden;;;1949-1949;;290;
30409;013503103;zdb;Jahresbericht über das Jüdische Waisen-Institut für Westfalen und Rheinland zu Paderborn;;;1861-1861;;290;
30691;012768510;zdb;Jahresbericht des Vereins Israel. Schüler- und Lehrlingsheim zu Marburg a.L.;;;1908-1908;;050;
30824;013083066;zdb;Jahresbericht der Gesellschaft zur Beförderung des Christentums unter den Juden zu Berlin;;1;1928-1930;;290;
30896;024008958;zdb;Jahresbericht der Gesellschaft für Christlich-Jüdische Zusammenarbeit Marburg/Lahn e.V.;;;2000-2003;;230;
31859;019342144;zdb;Jahresbericht über die israelitische Waisen-Erziehungs-Anstalt für Westfalen und Rheinland zu Paderborn;;JUDAICA;1862-1862;;290;
32341;018282733;zdb;Jahresbericht über das Israelitische Waisenhaus Wilhelmspflege in Eßlingen;;JUDAICA;1843-1843;;290;
33048;015208230;zdb;Jahresbericht des Israelitischen Hospizes in Metz;= Compte rendu de l'Hospice Israélite de Metz;JUDAICA;1909-1910;;290;
33049;015208257;zdb;Jahresbericht / Israelitisches Zentral-Waisen- und Mädchen-Heim zu Bad Ems e.V;;JUDAICA;1906-1907;;290;
33111;015198960;zdb;Jahresbericht des Israelitischen Frauen-Vereins zu Frankfurt am Main;;JUDAICA;1847-1848;;290;
33113;015208303;zdb;Jahresbericht des Vereins Jüdisches Museum e.V. zu Breslau;;JUDAICA;1928-;;020;
33114;015208273;zdb;Jahresbericht der Schweizerischen Evangelischen Judenmission;;JUDAICA;1949-1959;;230;
33169;015208249;zdb;Jahresbericht des Israelitischen Vereins für Ferienkolonien zu Straßburg;;JUDAICA;1907-1907;;290;
33175;015241378;zdb;Jahres-Bericht des Rabbiner-Seminars für das Orthodoxe Judenthum;"pro ... ; vom Curatorium";JUDAICA;1873-1879;;290;
33216;015228304;zdb;Mitteilungen an die Vereinsmitglieder / Freie Vereinigung für die Interessen des Orthodoxen Judenthums;;JUDAICA;1897-1909;;290;
33225;015236552;zdb;Jahresbericht über die Jüdische Höhere Knabenschule zu Berlin;;JUDAICA;1846-;;370;
33233;015263347;zdb;Jahresbericht der Israelitischen Waisenanstalt zu Frankfurt am Main;;JUDAICA;1896-1917;;290;
33234;015263355;zdb;Jahresbericht der Suppenanstalt für Israelitische Arme in Frankfurt am Main;für den Zeitraum ...;;1891-1913;;290;
33236;015269051;zdb;Jahresbericht des Vorstandes der Freiherrlich Carl von Rothschildschen öffentlichen Bibliothek zu Frankfurt a.M.;;JUDAICA;1894-1922;;020;
33304;016185536;zdb;"Jahresbericht des ""Ichud""";national-religiöse Vereinigung;;1935-1935;;290;
33752;010331417;zdb;Jahresbericht des Rheinisch-Westphälischen Vereins für Israel;;;1854-1891;;290;2699-5999
34262;99499656X;zdb;Jahresbericht über das jüdische Waisen-Erziehungs-Institut für Mädchen zu Berlin;;JUDAICA;1844-1857;;370;
34467;996723889;zdb;Jahres-Bericht der Lese- und Redehalle Jüdischer Hochschüler in Wien über das Vereinsjahr ...;nebst einem literarischen Teil;;1907-1907;;370;
34494;994708629;zdb;"Jahresbericht der Israelitischen Präparanden- und Bürgerschule ""Talmud Thora"" in Burgpreppach für das Jahr ...";;906002*by*uf;1919-1920;;370;
34523;996773460;zdb;... Jahresbericht über den Verein zur Beförderung von Handwerken unter den Israeliten Mecklenburg-Schwerin's;;;1841-;;290;
34666;989691020;zdb;Jahresbericht des Instituts für Stadtgeschichte;(Stadtarchiv Worms mit Fotoabteilung, Untere Denkmalschutzbehörde, Jüdisches Museum);;2006-;;020;
34683;990133575;zdb;Jahresbericht des Vereins Israelitischer Lehrer der Rheinprovinz und Westfalens e.V. und der Pensionskasse desselben;;;1910-1910;;370;
34887;989843270;zdb;Jahresbericht ... / Jüdisches Kulturmuseum Augsburg-Schwaben;;7,7;[2003?]-2017;;069.0943375;
35095;993030548;zdb;Jahresbericht ... / Gesellschaft für Christlich-Jüdische Zusammenarbeit Marburg/Lahn e.V.;;;2009-;;230;
35433;980498309;zdb;Jahresbericht über die Verwaltung des Jüdischen Kurhospitals im Sol- und Seebade Kolberg;;;1915-;;610;
35566;587255048;zdb;... Jahresbericht der Israelitischen Allianz zu Wien erstattet an die ... ordentliche Generalversammlung am ...;;;1916-;;050;
35898;367264366;zdb;... Jahresbericht / Israelitischer Kinderhort des Schwesternvereins der Fraternitas-Loge, Dresden;;;1915-1917;;050;
36054;367276046;zdb;Jahresbericht über das Schuljahr / Jüdisches Vereins-Ref.-Realgymnasium in Brünn ;= Výroční zpráva za školní rok / Spolkové židovské ref. reálné gymnasium v Brně;;1932-1932;;050;
36098;367264439;zdb;Jahresbericht des Vereins Israelitisches Kurhospiz Bad Kissingen e. V. ...;;;1916-1932;;050;
36576;989041956;zdb;Jahresbericht und Rechnungsabschluss des Krankenhauses der Jüdischen Gemeinde zu Berlin für das Etatsjahr ...;;;1914-1915;;050;
36624;989125149;zdb;Jahresbericht des Vereins für Jüdische Krankenpflegerinnen  e.V. in Nürnberg für das Jahr ...;;;1925-1925;;050;
38060;1066394687;zdb;Jahresbericht;;JUDAICA;1927-1936;;360;
38061;1066494398;zdb;Jahresbericht;;;1987-;;;
38062;1066605769;zdb;Jahresbericht über das Schuljahr ... / Städtische Oberschule für Jungen Erkelenz;;;1940-1940;;370;
38069;1066796548;zdb;Jahresbericht über das Schuljahr ... / Städtische Oberschule für Jungen Essen-Werden;;;1940-1940;;370;
38081;1067542248;zdb;Jahresbericht / Jugendberatung, -therapie und -weiterbildung e.V.;;;1997-2010;;360;
38085;1067836160;zdb;Jahresbericht / Dornbirner Jugendwerkstätten;;;[2008?]-;;360;
38086;106787061X;zdb;Jahresbericht über das Schuljahr ... / Städtische Oberschule für Jungen (Klassen 1-5) zu Goch;;;1940-1940;;370;
38105;1069556955;zdb;Jahresbericht über das Schuljahr ... / Staatliche Domschule, Oberschule für Jungen,  Schleswig;;;1940-1940;;370;
38123;1065458177;zdb;Jahresbericht über das Schuljahr ... / Staatliche Oberschule für Jungen zu Emmerich;;;1940-1940;;370;
38187;1068661313;zdb;Jahresbericht über das Schuljahr ... / Adolf-Hitler-Schule Heide in Holstein, Oberschule für Jungen, verbunden mit Oberschule für Mädchen (Hausw. Form);;;1940-;;370;
38189;1068789298;zdb;Jahresbericht über das Schuljahr ... / Staatl. Detlefsen-Schule, Oberschule für Jungen in Glückstadt;;;1940-;;370;
38190;1068797584;zdb;Jahresbericht über das Schuljahr ... / Staatl. Klaus-Harms-Schule Kappeln/Schlei (Oberschule für Jungen in Aufbauform);;;1940-;;370;
38193;1078366659;zdb;Jahresbericht der Privaten Jüdischen Höheren Schule Jawne Reformrealgymnasium i. E. und Lyzeum in Köln;;;1928?-1928;;370;
38211;1079563318;zdb;Jahresbericht;;;[2014]-;;362.8208434605;
38215;1079690050;zdb;Jahresbericht;;;[1988?-1989?];;330;
38228;1081199989;zdb;Jahresbericht;;;[2014-2018];;330;
38235;1082145114;zdb;Jahresbericht;;;[2015?];;796;
38242;108244913X;zdb;Jahresbericht;;;März 2013-;;;
38254;1078383715;zdb;Jahresbericht der Jawne Jüdisches Reformrealgymnasium i.E. mit Realschule für Knaben und Mädchen in Köln;;;1929;;370;
39021;1054633002;zdb;Jahres-Bericht des Vereins zur Christlichen Fürsorge für Jüdische Proselyten zu Berlin;über das Jahr ..., das ... seines Bestehens;;1859-1893;;230;2628-961X
39706;115488760X;zdb;Jahres-Bericht des Landesvereins zur Erziehung Israel. Waisen im Großherzogtum Baden;;;1889-[1916?];;050;
40679;996665323;zdb;Jahresbericht ... der Zentralwohlfahrtsstelle der Juden in Deutschland,  ZWST;;7,7;[2003?]-;;296.380943;
40758;1012034712;zdb;Jahres-Bericht der Israelitischen Bürgerschule zu Fürth für das Schuljahr ...;;;1885-1899;;290;
41435;587269545;zdb;Jahresbericht der Israelitischen Religionsgemeinde Plauen für das Geschäftsjahr ...;;;1910-1912;;050;
41451;587274077;zdb;Jahresbericht ... über die Tätigkeit der Zionistischen Vereinigung für Deutschland;;;1911-;;050;
41461;58727574X;zdb;... Jahresbericht des Vereins zur Unterstützung ortsfremder und auswärtiger israelitischer Armen in Heidelberg;;;19[12]-1913;;050;
41995;026200643;zdb;Jahresbericht / Christlich-jüdische Arbeitsgemeinschaft in der Schweiz;= Amitié Judéo-Chrétienne en Suisse;;2002-;;230;
42371;017934672;zdb;Jahres-Bericht des von dem Rabbiner Dr. Meisel seeligen Andenkens in's Leben gerufenen Israelitischen Waisenhauses in Stettin;Verwaltungsjahr ..;;1873-1917;;360;
42498;018226183;zdb;Jahresbericht des Jüdischen Schwesternheims Stuttgart;;;1905-1921;;360;
42823;017636167;zdb;Jahresbericht / Gesellschaft für Christlich-Jüdische Zusammenarbeit Aachen e.V;;;1990-;;290;
44039;023436964;zdb;Jahresbericht des Israelitisch-Humanitären Frauen-Vereins in Hamburg;erstattet in der General-Versammlung am ...;;1907-1907;;230;
44213;02325629X;zdb;Jahresbericht des Altenhauses der Deutsch-Israelitischen Gemeinde in Hamburg;für d. Jahr ...;;1886-1890;;360;
45845;1034086219;zdb;Jahresbericht der Israelitisch-Theologischen Lehranstalt in Wien;;;1899-1899;;290;
47101;992873517;zdb;Jahresbericht / Jsr. Jugendverein zur Pflege der Idealen Interessen der Jüdischen Jugend;;;1913-1913;;360;
47165;989595056;zdb;Jahresbericht und Rechnungsabschluss des Krankenhauses der Jüdischen Gemeinde zu Berlin für das Etatsjahr ...;;;1906-;;330;
48145;019706049;zdb;Jahres-Bericht der Provinzialkasse Hannover-Braunschweig für Jüdische Wanderarmenfürsorge;;;1912-1913;;360;
48179;012741051;zdb;Jahresbericht der Jüdischen Wissenschaftlich-Geselligen Vereinigung zu Marburg;;;1904-1904;;000;
48515;020639686;zdb;Jahresbericht des Vereins zur Errichtung eines israelitischen Krankenhauses und Schwesternheims in Wiesbaden E.V.;;;1914-1916;;050;
48580;023000376;zdb;Jahresbericht / The Association of Israeli Palestinian Physicians for Human Rights;;;1990-1990;;320;
49970;013129554;zdb;Jahres-Bericht des Vereins zur Christlichen Fürsorge für Jüdische Proselyten und nach Evangelischer Wahrheit Forschende Juden, zu Berlin;;;1835-1841;;230;2628-9601
50038;013082930;zdb;Jahresbericht des Instituts zur Förderung der Israelitischen Literatur;;;1855-1856;;890;
50056;013087762;zdb;Jahresbericht des Syrischen Waisenhauses in Jerusalem;;1;1862-1917;;290;
50500;015368521;zdb;Jahresbericht des Vereins zur Unterstützung der Schüler der Bildungsanstalt für Jüdische Lehrer zu Hannover;;;1881-1912;;914.3;
50826;014606003;zdb;Jahresbericht des Hannoverschen Komitees für Ev.-Luth. Mission unter Israel;;;1913-[1933?];;230;
51087;014518104;zdb;Jahresbericht des Ev[angelisch]-Luth[erischen] Zentralvereins für Mission unter Israel;;;1901-1921;;230;
51453;015006646;zdb;Jahresbericht / Israelitische Kinderheilstätte, Bad Nauheim;;JUDAICA;1902-1912;;290;
51462;015035328;zdb;"Jahresbericht und Rechnungs-Ablage / Schweizerischer Israelitischer Gemeindebund ; Verband Schweizerischer Jüdischer Fürsorgen";;JUDAICA;1943-2002;;290;1424-2001
51549;952747383;zdb;Jahresbericht / Kirjath Jearim Schweizer Kinderdorf in Israel;;22;1997-2008;;370;
51557;953739961;zdb;Jahresbericht;transnationale Dienste, unbegleitete Minderjährige, Untersützung von Migrantinnen und Migranten // Schweizerische Stiftung des Internationalen Sozialdienstes;14;1949-;;050;
51855;367276453;zdb;Jahresbericht der Israelitischen Volksschule in Frankfurt am Main;;;1913-1917;;050;
52299;367262371;zdb;Jahresbericht / Hauptstelle für jüdische Wanderfürsorge;;;1925-1927;;050;
52376;95629488X;zdb;Bulletin / Bund Schweizerischer Jüdischer Frauenorganisationen;mit Jahresbericht = avec rapport annuel;14;1996-2012;;050;
52724;976602547;zdb;Jahresbericht des Israelitischen Krankenpflege-Vereins der Frauen und Mädchen in Mainz;;;1916-1916;;230;
52903;367266121;zdb;Jahres-Bericht / Lese- und Redehalle jüdischer Hochschüler in Prag;;;1914-1914;;050;
53073;587260661;zdb;... Jahresbericht der Gesellschaft für die Geschichte der Israeliten in Elsass-Lothringen ...;;;1915-;;050;
53208;587274611;zdb;... Jahres-Bericht des Israelitischen Unterstützungs-Vereins in Wiesbaden E. V. für das Jahr ...;;;1912-1913;;050;
53269;587255161;zdb;... Jahresbericht über das Jüdische Altersheim zu Elberfeld für die Zeit ...;Synagogen-Gemeinde, Elberfeld ...;;1926-;;050;
53412;587264357;zdb;... Jahres-Bericht der israelitischen Kinder-Heilstätte in Bad Kissingen E. V. für das Jahr ...;;;1913-1913;;050;
53421;587265256;zdb;Kurzer Jahresbericht der Berliner landeskirchlichen Judenmission;;;1914-1919;;050;
53864;1023122243;zdb;Jahres-bericht über die Wirksamkeit des Central-Vereines zur Pflege Jüdischer Angelegenheiten in Prag;für das Verwaltungsjahr ...;;1899;;290;
54370;1054564485;zdb;Zwei-Jahresbericht / Jüdisches Museum Wien;;;2012-;;909.04924007443613;
55857;99999672X;zdb;"Jahresbericht über die Verwaltung der Kranken-Unterstützungs-Cassa ""Bikur Cholim"" der Israelitisch-Türkischen Sefardim in Wien ...";;;1894-1898;;610;
56366;1001464788;zdb;Bericht über die Israelistische Religionsschule zu Frankfurt a. M.;womit zu der ... stattfindenden öffentlichen Prüfung der Schüler und Schülerinnen höflichst einladet;JUDAICA;1880-1914;;370;
56379;1007601191;zdb;Jahresbericht über die Jüdische Gemeinde-Schule zu Thorn;womit zu der ... im Saale des Schützenhauses stattfindenden öffentlichen Prüfung der Schüler und Schülerinnen ...;;1874-1874;;370;
56642;011858648;zdb;Jahresbericht des Zweigvereins der Freunde Israels;;;1839-1841;;230;
56760;011860375;zdb;Jahresbericht des Vereins von Freunden Israels in Basel;;1;1873-1884;;290;
56931;011999268;zdb;Jahresbericht des Vereins zur Förderung des Handwerks und der Technischen Berufsarten unter den Israeliten des Großherzogthums Baden;für d. Vereinsjahr ..;;1890-1890;;360;
57007;010166203;zdb;Jahresbericht / Straßburger Hilfsverein der Evangelischen Missionsgesellschaft von Basel und Verein der Freunde Israels;;;1908-1914;;230;
59071;1217286098;zdb;Jahres-bericht über die Wirksamkeit des Central-Vereines zur Pflege Jüdischer Angelegenheiten in Prag für das Verwaltungsjahr ...;;;1899;;290;
59967;1198436549;zdb;... Jahresbericht für ... des Vereins für jüdische Krankenpflegerinnen in Berlin;;;[1894-1916?];;610;
60136;118843621X;zdb;Jahresbericht der Lazarus Ottensoser-Stiftung (Israelitische Präparandenschule) (Talmud-Thora) Höchberg (Bayern);;JUDAICA;[1895?];;290;
60430;1200050630;zdb;"Bericht des Vorstandes der Israelitischen Wohlfahrtskasse zu Frankfurt a.M. (früher ""Israelitische Sterbekasse"")";für das Jahr ...;;1907-1914;;360;
61594;1279558423;zdb;Jahresbericht der Gesellschaft zur Förderung der Wissenschaft des Judentums;;;1913-1921;;290;
62335;015780031;zdb;Jahresbericht des Vereins zur Förderung der Bodenkultur unter den Juden Deutschlands in Berlin (Bodenkultur-Verein e.V.);;;1907-1916;;630;
62340;015933539;zdb;Jahresbericht über das Waisen-Erziehungs-Institut, der Jüdischen Gemeinde zu Berlin;;;1834-1834;;290;
62343;015942023;zdb;Jahresbericht über die Bekleidung der dürftigen Zöglinge der hiesigen Jüdischen Gemeinde-Knabenschule;;;1837-1852;;290;
62347;015208079;zdb;Jahresbericht über das Jüdische Waisen-Erziehungs-Institut zu Berlin;;JUDAICA;1835-1843;;290;
62348;015208109;zdb;Jahresbericht über die Jüdische Waisen-Erziehungs-Anstalt für Knaben zu Berlin;;JUDAICA;1853-1857;;290;
62349;015208133;zdb;Jahresbericht über die Waisen-Erziehungs-Anstalt für Jüdische Knaben zu Berlin;;JUDAICA;1858-1863;;290;
62400;015935345;zdb;Jahresbericht über die Baruch Auerbach'schen Waisen-Erziehungs-Anstalten  für Jüdische Knaben und Mädchen;;;1888-1914;;290;
62405;015934993;zdb;Jahresbericht über die unter dem Hohen Protectorat Ihrer Kaiserlichen und Königlichen Hoheit der Frau Kronprinzessin des Deutschen Reiches und von Preußen stehende Baruch Auerbach'sche Waisen-Erziehungs-Anstalt für Jüdische Mädchen;;;1864-1886;;290;
62420;010576932;zdb;Jahresbericht über die Waisen-Erziehungs-Anstalt für Jüdische Mädchen zu Berlin;;JUDAICA;1858-1863;;370;
62434;016698908;zdb;Jahresbericht / Vorstand der Jüdischen Gemeinde zu Berlin;;13;1975-1997;;290;
62538;013135929;zdb;Jahresbericht über die unter dem Hohen Protectorat Seiner Kaiserlichen und Königlichen Hoheit des Kronprinzen des Deutschen Reiches und von Preußen stehende Baruch Auerbach'sche Waisen-Erziehungs-Anstalt für Jüdische Knaben;;;1864-1887;;360;
