,idn,library,title,subtitle,category,date,person,ddc,issn,language,gnd_number,responsibility,publication_info,frequency,subjects,electronic_access,notes,physical_description,series_statement,other_identifier,linking_entry,dewey_classification,gov_doc_classification
0,026669137,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f8fbf40>],Jungjüdischer Wanderer,Fahrtenblätter des Jungjüdischen Wanderbundes,,1921-1924,,290,,ger,,,,,[],,,,,,['\n'],290,
1,1162153660,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f929bc0>],Jungjüdischer Wanderer,Fahrtenblätter des Jungjüdischen Wanderbundes,,1921-1924,,290,,ger,urn:nbn:de:hebis:30:1-183220,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183220,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-183220,['\n'],290,
0,1162151463,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7d8a00>],Mitteilungs-Blatt des Jüdischen Volksrats Posen,,,1919-1919,,290,,ger,urn:nbn:de:hebis:30:1-183179,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183179,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-183179,['\n'],290,
1,018935419,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f91ff00>],Mitteilungsblatt des Jüdischen Volksrats Posen,,,1919,,290,,ger,,,,,[],,,,,,['\n'],290,
0,1164105221,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7d8fc0>],Der Zug,Blätter des 2. Zuges im Blau-Weiss Leipzig,JUDAICA,2018,,370,,ger,urn:nbn:de:hebis:30:1-182739,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182739,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",Online-Ressource,,urn:nbn:de:hebis:30:1-182739,[],370,
1,995362912,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7d85c0>],Piccolo N,der Zug der Zeit,,1974-1974,,790,,ger,,Fleischmann,,,[],,,,,,[],790,
0,1007601191,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f92a440>],Jahresbericht über die Jüdische Gemeinde-Schule zu Thorn,womit zu der ... im Saale des Schützenhauses stattfindenden öffentlichen Prüfung der Schüler und Schülerinnen ...,,1874-1874,,370,,ger,,,,,[],,,,,,[],370,
1,104666686X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f758e80>],Bericht über die Jüdische Gemeinde-Knabenschule,womit zu der öffentlichen Prüfung der Schüler ... ehrerbietigst einladet,,1859-1864,,290,,ger,,,,,[],,,,,,['\n'],290,
2,1160527962,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f758b80>],Die Jüdische Gemeinde,unabhängig-kritische Monatsschrift,JUDAICA,1926-1927,,290,,ger,urn:nbn:de:hebis:30:1-183094,Herausgeber: Dr. Botho Laserstein,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183094,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-183094,['\n'],290,
3,1059536579,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f978ac0>],Kalender für die Jüdische Gemeinde,= Lûaḥ mi-šnat : auf das Jahr ...,JUDAICA,1808-1833,,290,,heb,,Hrsg. Jüdische Gemeinde Berlin,,,[],https://www.digitale-sammlungen.de/search?query=manifestation_id%3A%22ZDB%7C2182172-0%7C%22&sortField=date&sortOrder=asc&handler=simple-metadata,,Online-Ressource,,,"['\n', '\n', '\n']",290,
4,027240096,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f979100>],Kalender für die Jüdische Gemeinde,= Lûaḥ mi-šnat : auf das Jahr ...,,1784-1834,,290,,heb,,Hrsg. Jüdische Gemeinde Berlin,,,[],,,,,,"['\n', '\n', '\n']",290,
0,015235157,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f979bc0>],Mitteilungsblatt des Landesverbandes Israelitischer Religionsgemeinden Hessens,,JUDAICA,1926-1936,,070,,ger,,,,,[],,,,,,"['\n', '\n']",070,
1,115852272X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f979780>],Mitteilungsblatt des Landesverbandes israelitischer Religionsgemeinden Hessens,,JUDAICA,1926-1936,,290,,ger,urn:nbn:de:hebis:30:1-182713,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182713,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-182713,['\n'],290,
0,016234235,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f8fab80>],ADL special report,,,1989-1989,,290,,,,the Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],290,
1,015259501,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38fa29300>],Jewish monthly,,JUDAICA,1981-2001,,290,0027-9552,,,the B'nai B'rith international,,,[],,ISSN-Portal 0279-3415: The B'nai B'rith international Jewish monthly,,,,"['\n', '\n']",290,
2,027459705,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7e9fc0>],Antiszemita közbeszéd Magyarországon ...-ban,jelentés és dokumentáció = Anti-semitic discourse in Hungary,"7,7",2001-,,940,1589-0619,hun,,kiadja a B'nai B'rith Első Budapesti Közösség,,,[],,,,,,[],940,
3,01411352X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7c54c0>],The Study of judaism,bibliogr. essays,,1972-,,290,,,,Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],290,
4,025458140,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7eb740>],Audit of anti-semitic incidents,,JUDAICA,1998-1998,,290,,eng,,Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],290,
5,018972756,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7ea980>],"Journal / B'nai B'rith, B. B. Distrikt 19, Kontinental-Europa",,,1978-1988,,290,,ger,,,,,[],,,,,,[],290,
6,010220364,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6980>],[Australia and New Zealand Jewish year-book] Australia & New Zealand Jewish year book,,JUDAICA,1985-,,290,,,,publ. by B'nai B'rith District 21,,,[],,,,,,[],290,
7,010304614,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6ec0>],Herança judaica,edição trimestral,"7,7",1969-2004,,290,,spa,,"B'nai B'rith do Brasil, Distrito 25",,,[],,,,,,[],290,
8,010222855,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6940>],Herencia judia,,JUDAICA,1973-,,290,,,,publ. por la B'nai B'rith Distrito 23 (Caribe),,,[],,,,,,[],290,
9,012286982,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa7500>],Face to face,an interreligious bulletin,JUDAICA,1975-1988,,320,0361-6061,eng,,Anti-Defamation League of B'Nai B'Rith,,,[],,,,,,[],320,
10,1006833676,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6840>],The Princeton Jewish outpost,,,1973-1973,,000,,eng,,publ. by the B'nai B'rith Hillel Foundation at Princeton,,,[],,,,,,[],000,
11,1005818835,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6f00>],ADL bulletin,,,1972-1972,,290,,eng,,publ. by the Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],290,
12,367116057,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa6fc0>],B'nai B'rith,Měsíčnik velkolóže pro Československý Stát = B'nai B'rith : Monatsblätter der Grossloge für den Čechoslovakischen Staat,,1922-1934,,050,,ger,,,,,[],,,,,,['\n'],050,
13,015035719,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa78c0>],B'nai-B'rith-Mitteilungen für Österreich,,JUDAICA,1924-1938,,290,,ger,,"hrsg. vom Verbande der Israelitischen Humanitätsvereine ""B'nai B'rith"" für Österreich",,,[],,Repr.: London: Wiener,,,,[],290,
14,01455643X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa66c0>],Hillel little books,,,1957-1961,,290,,eng,,B'nai B'rith Hillel Foundations,,,[],,,,,,[],290,
15,01624236X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa7740>],ADL international report,,,1990-,,940,1049-6815,eng,,Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],940,
16,01644163X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffa7140>],Rapport sur l'antisémitisme au Canada,= The review of anti-semitism in Canada,,1985-1987,,290,,,,"Ligue des Droits de la Personne de B'nai B'rith, Canada",,,[],,,,,,[],290,
17,023418451,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac640>],"Proceedings / District Grand Lodge No. 1, B'nai B'rith",... annual convention,,1942-,,200,,eng,,,,,[],,,,,,['\n'],200,
18,023261781,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac9c0>],"Bulletin / B'nai B'rith, Distrikts-Grossloge Kontinental-Europa 19",,,1955-1976,,290,,ger,,,,,[],,,,,,[],290,
19,015234320,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac880>],Jedī'ōt Benē Berīt,,JUDAICA,1942-1945,,290,,,,"Hōsā'at hal-Liška hag-Gedōlā le-Ereṣ Jiśrā'ēl, Jerūšālajim",,,[],,,,,,[],290,
20,1144960169,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac780>],District News,,,1952-,,200,,heb,,"Israel B'nai B'rith, District Grand Lodge No. 14",,,[],,,,,,[],200,
21,1156676851,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac580>],B. B. Bulletin,,,1955-,,290,,eng,,B'nai B'rith Australia,,,[],,,,,,[],290,
22,1112209549,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffac440>],Rama,Palestine B'nai B'rith monthly,,1947-,,070,,heb,,,,,[],,Enthält English Supplement. - Enthält unter anderem An editor's reply / Felix Weltsch. S. 3-5,Bände,,,[],070,
23,018540201,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffacd00>],The B'nai B'rith great books series,,,1963-1963,,290,,,,B'nai B'rith Department of Adult Jewish Education,,,[],,,,,,[],290,
24,1012856038,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffacec0>],Christian friends bulletin,,,1964-1966,,290,,eng,,Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],290,
25,1012969487,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffad7c0>],Women's world,,,1956-1956,,290,,eng,,"B'nai B'rith, publ. by B'nai B'rith Women's Supreme Council",,,[],,,,,,[],290,
26,1011248174,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffad480>],B'nai B'rith könyvek,,,1993-,,230,1217-3509,hun,,,,,[],,,,,,[],230,
27,1140801678,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffade40>],The B'nai B'rith magazine,the national Jewish monthly,JUDAICA,1927-1927,,050,,eng,urn:nbn:de:hebis:30:1-156726,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-156726,Reproduktion,,,urn:nbn:de:hebis:30:1-156726,['\n'],050,
28,1161351493,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffaddc0>],B'nai B'rith,Měsíčnik velké lóže pro Československý Stát : Monatsblätter der Grossloge für den Čechoslovakischen Staat,JUDAICA,1923-1938,,050,,ger,urn:nbn:de:hebis:30:1-182855,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182855,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-182855,['\n'],050,
29,1152235249,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffadf40>],B'nai B'rith,revue européenne,,[1954?],,200,,fre,,B'nai B'rith,,,[],,,,,,[],200,
30,1147778051,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffae800>],Bericht an die Jahrestagung des XIV. Distrikts,,,1963-,,200,,heb,,B'nai B'rith David Yellin Lodge,,,[],,,,,,[],200,
31,023418222,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffae380>],Proceedings of the ... general convention of the Supreme Lodge B'nai B'rith,,,1941-,,200,,,,,,,[],,,,,,[],200,
32,023043105,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffadb80>],The B'nai B'rith magazine,,"7,7",2001-,,290,1544-0729,eng,,,,,[],,ISSN-Portal 1544-0729: The B'nai B'rith IJM; ISSN-Portal 1549-4799: B'nai B'rith,,,,"['\n', '\n']",290,
33,020502559,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffae900>],Chawerim,die Zeitung der B'nai B'rith Youth Organization Hamburg e.V.,,1999-,,230,,ger,,,,,[],,,,,,[],230,
34,1205324372,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffaefc0>],B'nai B'rith magazine,,JUDAICA,2009-,,290,,eng,,,,,[],https://www.bnaibrith.org/magazine-archives.html,Gesehen am 25. Februar 2020,Online-Ressource,,,['\n'],290,
35,014472236,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffaef40>],Monatsschrift der Berliner Logen UOBB,,JUDAICA,1921-1933,,230,,ger,,Unabhängiger Orden B'nai B'rith,,,[],,,,,,['\n'],230,
36,1051465850,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffaec00>],Monatsschrift der Berliner Logen UOBB,,JUDAICA,1921-1933,,230,,ger,urn:nbn:de:hebis:30:1-138789,Unabhängiger Orden B'nai B'rith,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-138789,Online-Ressource,Online-Ressource,,urn:nbn:de:hebis:30:1-138789,['\n'],230,
37,1021914606,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffaf880>],Latin American report,,"7,36",1985-1990,,,,eng,,publ. by the Jarkow Institute for Latin America of the Anti-Defamation League of B'nai B'rith,,,[],,,,,,[],,
0,026642859,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38f7ebf80>],Mitteilungen des Verbandes Bayerischer Israelitischer Gemeinden,,,1922-1923,,290,,ger,,,,,[],,,,,,['\n'],290,
1,1184408947,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffb7e80>],Mitteilungen des Verbandes Bayerischer Israelitischer Gemeinden,,JUDAICA,1922-1923,,290,,ger,urn:nbn:de:hebis:30:1-183150,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183150,Mehr nicht digitalisiert,,,urn:nbn:de:hebis:30:1-183150,['\n'],290,
0,010017690,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390007fc0>],Ha- Meʾasef,,JUDAICA,1960-,,890,,,,,,,[],,,,,,[],890,
1,1046057235,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3900159c0>],Ha- Meʾasef,,JUDAICA,1784-1812,,290,,heb,urn:nbn:de:hebis:30:1-182968,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182968,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",Online-Ressource,,urn:nbn:de:hebis:30:1-182968,['\n'],290,
2,013041975,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffb4b00>],ha- Meʾasef he-ḥadash,,,1809-1812,,290,,heb,,,,,[],,,,,,['\n'],290,
0,1162152427,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390014340>],Milgroym,tsayṭshrifṭ far kunsṭ un liṭeraṭur,JUDAICA,1922-1924,,290,,yid,urn:nbn:de:hebis:30:1-183053,"algemeyne redaḳtsie M. Ṿishnitser, beleṭrisṭiḳ redagirṭ fun Doṿid Bergelson un Dem Nister ; ḳunsṭ redagirṭ fun Roḥl Ṿishnitser-Bernsṭayn",,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183053,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-183053,['\n'],290,
1,019820437,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x38ffb4900>],Milgroym,tsayṭshrifṭ far kunsṭ un liṭeraṭur,,1922-1924,,290,,yid,,"algemeyne redaḳtsie M. Ṿishnitser, beleṭrisṭiḳ redagirṭ fun Doṿid Bergelson un Dem Nister ; ḳunsṭ redagirṭ fun Roḥl Ṿishnitser-Bernsṭayn",,,[],,Hebräische Ausgaben unter dem Titel „Rimon“ erschienen,,,,['\n'],290,
0,1160529922,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39022b2c0>],Jüdische Nachrichten,Organ für die traditionellen und allg. Interessen des orthodoxen Judentums,JUDAICA,1939,,290,,ger,urn:nbn:de:hebis:30:1-182890,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182890,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-182890,['\n'],290,
1,023832215,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39022bac0>],Hamburger jüdische Nachrichten,offizielles Organ der Zionistischen Ortsgruppe Hamburg-Altona,,5673-5678,,290,,ger,,,,,[],,,,,,[],290,
2,015648486,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390230e40>],Frankfurter jüdische Nachrichten,,"7,7",1960-2005,,070,,ger,,,,,[],,,,,,['\n'],070,
3,012647799,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902306c0>],Münchener jüdische Nachrichten,Zeitschrift für jüdische Belange,13,1951-1976,,290,0463-7488,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n']",290,
4,012926701,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3901980c0>],Neue jüdische Nachrichten,,16,1977-1984,,290,0941-3707,ger,,,,,[],,,,,,['\n'],290,
5,1000725979,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390230cc0>],Jüdische Nachrichten für die deutschösterr. Provinz,,,1919-1920,,290,,ger,,,,,[],,"24.1919=5679(18.Juli=20.Thamus) auch als ""Herzl-Gedenk-Nummer"" bez. - 33/34.1919=5679(24.Sept.=29.Elul) auch als ""Rosch-Haschanah-Nummer"" bez.",,,,[],290,
0,1162345713,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39022ba00>],Israelitischer Reichs-Bote,"Organ für religiöse, wissenschaftliche und gemeinnützige Interessen des Judenthums",JUDAICA,1882,,290,,ger,urn:nbn:de:hebis:30:1-183234,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-183234,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-183234,"['\n', '\n']",290,
0,018018092,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902afcc0>],Leipziger jüdische Wochenschau,,,1928-1933,,070,,ger,,,,,[],,,,,,['\n'],070,
1,1037974379,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902ea280>],Leipziger jüdische Wochenschau,,JUDAICA,1928-1933,,070,,ger,urn:nbn:de:bsz:14-db-id3918788406,,,,[],https://nbn-resolving.org/urn:nbn:de:bsz:14-db-id3918788406,,Online-Ressource,,urn:nbn:de:bsz:14-db-id3918788406,['\n'],070,
2,015259250,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902ea8c0>],Jüdische Wochenschau,= La Semana israelita,JUDAICA,1940-1968,,290,,ger,,,,,[],,,,,,['\n'],290,
3,1160723672,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3901a7e80>],Jüdische Wochenschau,= La semana israelita,JUDAICA,1940-1968,,290,,ger,urn:nbn:de:hebis:30:1-182805,,,,[],https://nbn-resolving.org/urn:nbn:de:hebis:30:1-182805,"Aus der Sammlung des Leo Baeck Institute, digitalisiert in Kooperation mit dem Center for Jewish History, NY",,,urn:nbn:de:hebis:30:1-182805,['\n'],290,
0,01179836X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902ebe40>],Das Echo,Schülerzeitung d. Gymnasium Corveystraße,,1975-1975,,370,,ger,,,,,[],,,,,,['\n'],370,
1,011898747,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902e8e00>],Das Echo aus den Sälen europäischer Höfe und vornehmer Zirkel oder merkwürdige Erzählungen und unbekannte Anekdoten von den Ereignissen der neuesten Zeit,,,1818-1824,,900,,ger,,,,,[],,,,,,['\n'],900,
2,013005006,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3902f0940>],Das Echo,Universal-Ausgabe,,1938-1943,,330,,ger,,,,,[],,,,,,"['\n', '\n']",330,
3,013032704,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3901515c0>],Blätter des Kaatzer'schen Lese-Instituts,,,1830-1831,,020,,ger,,,,,[],,,,,,[],020,
4,025702254,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390150dc0>],Jugend-Echo,Wochenschrift für die deutsche Jugend im Auslande ; für Das Echo gratis beigefügt,,1899-1903,,320,,ger,,,,,[],,,,,,[],320,
5,014529114,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x390153840>],Das Echo,,14,1960-,,340,,ger,,Sozialwerk e.V. für die Beschäftigten bei den Stationierungsstreitkräften,,,[],,,,,,['\n'],340,
6,013755714,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170df40>],Das Echo der Woche,illustriertes Blatt der Wasserkante,,1932-1932,,320,,ger,,,,,[],,,,,,[],320,
7,1050799674,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170e3c0>],Das Echo von Woltersdorf und Schönblick,,,1912-1912,,050,,ger,,,,,[],,,,,,['\n'],050,
8,027118169,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170e940>],Das Echo,"ein Informationsblatt der Sozialdemokraten ; Frauenaurach, Kriegenbrunn, Hüttendorf, Neuses","3,61",1985-1991,,320,,ger,,,,,[],,,,,,[],320,
9,010126600,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170ea40>],Das Echo,Zeitung der DKP-Betriebsgruppe Klinikum,18,1975-1988,,320,,ger,,,,,[],,,,,,[],320,
10,010740090,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170ec40>],Das Echo,Mitteilungsblatt für unsere Lehrkursisten,,1959-,,230,,ger,,,,,[],,,,,,['\n'],230,
11,018950035,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170ee40>],Das Echo der Wahrheit,"aus den Verwaltungen, den Betrieben und aus dem täglichen Leben",,1950-1950,,070,,ger,,Hrsg.: Rathausfraktion der KPD Hannover,,,[],,Als Hektogr. verbreitet,,,,[],070,
12,019886322,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170eb00>],Das Echo,sozialdemokratischer Informationsdienst für Arbeitnehmer in den Betriebsgruppen des Kreises Merzig-Wadern,"3,61",1980-1985,,320,,ger,,Hrsg.: SPD-Landesverband Saar ; AfA-Unterbezirk Merzig-Wadern,,,[],,,,,,[],320,
13,019648650,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170dfc0>],Das Echo,Dorfzeitung der MTS Ilberstedt,,1956-1959,,070,,ger,,Hrsg.: MTS Ilberstedt,,,[],,,,,,['\n'],070,
14,019597800,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170f300>],Das Echo,,,1985-,,793,,ger,,Verein für Leibesübungen Westercelle e.V.,,,[],,,,,,[],793,
15,013211579,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170ed40>],Das Echo der deutschen Industrie,dt. Export-Revue,,1936-1963,,330,2510-6619,ger,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']",330,
16,987855077,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170e200>],Das Echo,"die unabhängige Monatsschrift in deutscher Sprache fuer Politik, Wirtschaft, Gesellschaft, Wissenschaft und Kunst",,1950-1950,,320,,ger,,,,,[],,,,,,[],320,
17,1002736102,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170fcc0>],Das Echo,Bereich Karlsbrunn,,2010-,,230,,ger,,Evangelische Kirchengemeinde Völklingen-Warndt,,,[],,,,,,['\n'],230,
18,97873436X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170e9c0>],Das Echo,"für Schrecksbach, Röllshausen, Holzburg, Salmshausen","3,61",1982-1982,,320,,ger,,hrsg. von der SPD-Parteiorganisation Schrecksbach,,,[],,,,,,[],320,
19,367147521,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170ebc0>],Das Echo,,,1947-1947,,050,,ger,,Kriegs-Gef-Lager 301,,,[],,,,,,[],050,
20,367147475,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x39170fd40>],Das Echo,Belletristische Zeitschrift,,1926-1926,,050,,ger,,,,,[],,,,,,[],050,
21,367147548,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391718500>],Das Echo,Betriebszeitung f. d. Belegschaft d. Staatl. Forstwirtschaftsbetriebes Nordhausen,,1954-1959 [?],,050,,ger,,Hrsg. v. d. Betriebsparteileitg d. SED,,,[],,,,,,[],050,
22,36714753X,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391718a40>],Das Echo,Zeitg d. dt. Kriegsgefangenen in Mazedonien,,1947 [?],,050,,ger,,,,,[],,,,,,[],050,
23,367147505,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391718400>],Das Echo,Lagerzeitg,,1945 [?],,970,,ger,,,,,[],,,,,,[],970,
24,587147466,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3917183c0>],Das Echo,Wochenschrift f. Politik u. Volkswirtschaft,,1923-1923,,050,,ger,,,,,[],,,,,,[],050,
25,587148217,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391718540>],O eco da industria alema,,,1934-1943,,050,,por,,,,,[],,,,,,"['\n', '\n', '\n', '\n', '\n', '\n', '\n']",050,
26,975760416,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391718880>],Echo,die Beilage der Don-Bosco-Schwestern im Don-Bosco-Magazin,,1953-1995,,070,,ger,,Hrsg.: Provinzialat der Don-Bosco-Schwestern,,,[],,,,,,['\n'],070,
27,013657127,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3917193c0>],Das Echo,Schülerzeitung d. Staatlichen Aufbaugymnasiums Petershagen,,1963-1966,,370,,ger,,,,,[],,,,,,[],370,
28,016794133,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3917191c0>],Das Echo,"Betriebszeitung des VEB Feinwäsche ""Bruno Leuschner"" Hartmannsdorf",,1962-1964,,360,,ger,,,,,[],,,,,,[],360,
29,016793560,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x391719600>],Zwirner-Rundschau,"Betriebszeitung des VEB Zwirnerei ""Sachsenring"" Glauchau ; Organ der BPO der SED",,1963-1967,,360,,ger,,,,,[],,Zusatz wechselt,,,,['\n'],360,
30,013211609,[<Element {http://www.loc.gov/MARC21/slim}subfield at 0x3917197c0>],Das Echo,"Wochenschr. für Politik, Literatur, Kunst u. Wissenschaft",,1930-1934,,330,2510-6570,ger,,,,,[],,,,,,"['\n', '\n', '\n']",330,
